hh_ids,m_ids,dem_i_male,dem_i_age_yrs,dem_i_age_5yrgrp,dem_i_age_workage,dem_i_relhead,dem_i_hhead,dem_i_marstat,dem_i_tribe,dem_i_children_tot,dem_i_children_inhh
"KMOMB05","57134408679900000","Male",12,"[10 - 15)",0,"Grandchild",0,"Never married/lived together","Luo",,
"KMOMB05","57134408946700000","Female",9,"[5 - 10)",0,"Foster or adopted child",0,"Never married/lived together","Luo",,
"KMOMB05","57134409025000000","Female",3,"[0 - 5)",0,"Grandchild",0,"Never married/lived together","Luo",,
"KMOMB05","57134409122200000","Female",18,"[15 - 20)",1,"Son or daughter",0,"Never married/lived together","Luo",,
"KMOMB06","57134295008100000","Male",13,"[10 - 15)",0,"Son or daughter",0,"Never married/lived together","Luhya",,
"KMOMB06","57134295207400000","Male",3,"[0 - 5)",0,"Son or daughter",0,"Never married/lived together","Luhya",,
"KMOMB06","57134294490600000","Female",39,"[35 - 40)",1,"Husband or wife",0,"Married/living together","Luhya",4,0
"KMOMB06","57134294208000000","Male",50,"[50 - 55)",1,"Household head",1,"Married/living together","Luhya",4,0
"KMOMB06","57134294683300000","Female",17,"[15 - 20)",1,"Son or daughter",0,"Never married/lived together","Luhya",,
"KMOMB06","57134294870400000","Female",15,"[15 - 20)",1,"Son or daughter",0,"Never married/lived together","Luhya",,
"KMOMB07","57134372871700000","Male",50,"[50 - 55)",1,"Household head",1,"Separated/divorced","Luhya",0,2
"KMOMB08","57134336927400000","Male",37,"[35 - 40)",1,"Household head",1,"Married/living together","Kamba",0,3
"KMOMB10","57134338167400000","Male",38,"[35 - 40)",1,"Household head",1,"Married/living together","Luo",1,1
"KMOMB10","57134337926900000","Male",6,"[5 - 10)",0,"Son or daughter",0,"Never married/lived together","Luo",,
"KMOMB10","57134337712900000","Female",26,"[25 - 30)",1,"Brother or sister",0,"Never married/lived together","Luo",0,1
"KMOMB10","57134338351700000","Female",29,"[25 - 30)",1,"Husband or wife",0,"Married/living together","Luo",1,1
"KMOMB10","57137334806700000","Female",17,"[15 - 20)",1,"Husband or wife",0,"Married/living together","Luo",,
"KMOMB14","57134305609900000","Male",10,"[10 - 15)",0,"Son or daughter",0,"Never married/lived together","Luo",,
"KMOMB14","57134305414800000","Male",12,"[10 - 15)",0,"Son or daughter",0,"Never married/lived together","Luo",,
"KMOMB14","57134305072200000","Female",27,"[25 - 30)",1,"Household head",1,"Separated/divorced","Luhya",3,0
"KMOMB14","57134305707100000","Male",4,"[0 - 5)",0,"Son or daughter",0,"Never married/lived together","Luo",,
"KMOMB16","57136480482500000","Female",25,"[25 - 30)",1,"Son or daughter",0,"Separated/divorced","Luo",2,0
"KMOMB16","57134296030900000","Female",27,"[25 - 30)",1,"Son or daughter",0,"Separated/divorced","Luo",2,0
"KMOMB16","57134296459600000","Male",14,"[10 - 15)",0,"Son or daughter",0,"Never married/lived together","Luo",,
"KMOMB16","57134296564500000","Male",9,"[5 - 10)",0,"Son or daughter",0,"Never married/lived together","Luo",,
"KMOMB16","57136711294600000","Female",6,"[5 - 10)",0,"Grandchild",0,"Never married/lived together","Luo",,
"KMOMB16","57134296189900000","Female",0,"[0 - 5)",0,"Grandchild",0,"Never married/lived together","Luo",,
"KMOMB16","57134296296800000","Female",5,"[5 - 10)",0,"Grandchild",0,"Never married/lived together","Luo",,
"KMOMB16","57134296642700000","Male",7,"[5 - 10)",0,"Son or daughter",0,"Never married/lived together","Luo",,
"KMOMB16","57134296703600000","Female",13,"[10 - 15)",0,,0,"Never married/lived together","Luo",,
"KMOMB16","57136711662800000","Female",3,"[0 - 5)",0,"Grandchild",0,"Never married/lived together","Luo",,
"KMOMB16","57134296370300000","Female",17,"[15 - 20)",1,"Son or daughter",0,"Never married/lived together","Luo",,
"KMOMB16","57134295585600000","Male",58,"[55 - 60)",1,"Household head",1,"Married/living together","Luo",5,2
"KMOMB16","57134295816400000","Female",26,"[25 - 30)",1,"Friend or neighbor",0,"Never married/lived together","Luhya",,
"KMOMB16","57134295592300000","Female",41,"[40 - 45)",1,"Husband or wife",0,"Married/living together","Luhya",5,2
"KMOMB17","57134365707800000","Male",4,"[0 - 5)",0,"Son or daughter",0,"Never married/lived together","Luo",,
"KMOMB17","57134365920400000","Male",16,"[15 - 20)",1,"Brother or sister",0,"Never married/lived together","Luo",,
"KMOMB17","57134365796300000","Male",20,"[20 - 25)",1,"Brother or sister",0,"Never married/lived together","Luo",,
"KMOMB17","57134365483700000","Female",22,"[20 - 25)",1,"Household head",1,"Never married/lived together","Luo",1,0
"KMOMB18","57134363775700000","Female",23,"[20 - 25)",1,"Friend or neighbor",0,"Separated/divorced","Luo",0,2
"KMOMB18","57134364318500000","Female",7,"[5 - 10)",0,"Son or daughter",0,"Never married/lived together","Luhya",,
"KMOMB18","57134364185000000","Male",13,"[10 - 15)",0,"Son or daughter",0,"Never married/lived together","Luhya",,
"KMOMB18","57134363939100000","Female",24,"[20 - 25)",1,"Son or daughter",0,"Never married/lived together","Luhya",,
"KMOMB18","57134364414700000","Female",41,"[40 - 45)",1,"Household head",1,"Separated/divorced","Luhya",3,2
"KMOMB18","57137921756100000","Male",20,"[20 - 25)",1,"Son or daughter",0,"Never married/lived together","Luhya",,
"KMOMB20","57134381707600000","Male",44,"[40 - 45)",1,"Household head",1,"Married/living together","Luo",1,6
"KMOMB20","57134381444600000","Male",16,"[15 - 20)",1,"Son or daughter",0,"Never married/lived together","Luo",,
"KMOMB21","57134382216000000","Female",24,"[20 - 25)",1,"Household head",1,"Never married/lived together","Luo",1,0
"KMOMB21","57134382490800000","Male",2,"[0 - 5)",0,"Son or daughter",0,"Never married/lived together","Luo",,
"KMOMB22","57134423353200000","Female",7,"[5 - 10)",0,"Son or daughter",0,"Never married/lived together","Luo",,
"KMOMB22","57136117645700000","Female",14,"[10 - 15)",0,"Son or daughter",0,"Never married/lived together","Luo",,
"KMOMB22","57134423336600000","Female",3,"[0 - 5)",0,"Son or daughter",0,"Never married/lived together","Luo",,
"KMOMB22","57134402623200000","Female",35,"[35 - 40)",1,"Household head",1,"Widowed","Luo",4,2
"KMOMB22","57134423347300000","Male",18,"[15 - 20)",1,"Son or daughter",0,"Never married/lived together","Luo",,
"KMOMB22","57134423342100000","Male",10,"[10 - 15)",0,"Son or daughter",0,"Never married/lived together","Luo",,
"KMOMB23","57134459443200000","Female",3,"[0 - 5)",0,"Son or daughter",0,"Never married/lived together","Luhya",,
"KMOMB23","57134459355200000","Female",12,"[10 - 15)",0,"Son or daughter",0,"Never married/lived together","Luhya",,
"KMOMB23","57134458997500000","Male",44,"[40 - 45)",1,"Household head",1,"Married/living together","Luhya",4,0
"KMOMB23","57134459583500000","Female",32,"[30 - 35)",1,"Husband or wife",0,"Married/living together","Luhya",4,0
"KMOMB23","57134459245200000","Male",6,"[5 - 10)",0,"Son or daughter",0,"Never married/lived together","Luo",,
"KMOMB23","57134459514900000","Female",0,"[0 - 5)",0,"Son or daughter",0,"Never married/lived together","Luhya",,
"KMOMB23","57134459657200000","Female",67,"[65+]",0,"Parent (mother or father)",0,"Widowed","Luo",1,3
"KMOMK01","61134491544900000","Female",62,"[60 - 65)",1,"Husband or wife",0,"Married/living together","Mijikenda/Swahili",0,8
"KMOMK01","61135730036000000","Female",22,"[20 - 25)",1,"Son or daughter",0,"Separated/divorced","Mijikenda/Swahili",1,0
"KMOMK01","61134491532800000","Male",69,"[65+]",0,"Household head",1,"Married/living together","Mijikenda/Swahili",0,15
"KMOMK01","61134546253600000","Female",14,"[10 - 15)",0,"Grandchild",0,"Never married/lived together","Mijikenda/Swahili",,
"KMOMK01","61134491524800000","Female",57,"[55 - 60)",1,"Husband or wife",0,"Married/living together","Mijikenda/Swahili",0,8
"KMOMK01","61135730397200000","Female",0,"[0 - 5)",0,"Grandchild",0,"Never married/lived together","Taita/Taveta",,
"KMOMK01","61134491538500000","Female",68,"[65+]",0,"Brother or sister",0,"Widowed","Mijikenda/Swahili",0,0
"KMOMK01","61134545428700000","Male",19,"[15 - 20)",1,"Son or daughter",0,"Never married/lived together","Mijikenda/Swahili",,
"KMOMK03","61136764430300000","Female",16,"[15 - 20)",1,"Niece or nephew",0,"Never married/lived together","Kamba",,
"KMOMK03","61134406243400000","Male",53,"[50 - 55)",1,"Household head",1,"Married/living together","Kikuyu",2,3
"KMOMK03","61134407037100000","Female",70,"[65+]",0,"Parent (mother or father)",0,"Widowed","Kikuyu",1,8
"KMOMK03","61134406774500000","Male",12,"[10 - 15)",0,"Son or daughter",0,"Never married/lived together","Kikuyu",,
"KMOMK03","61134406903600000","Female",23,"[20 - 25)",1,"Son or daughter",0,"Never married/lived together","Kikuyu",,
"KMOMK03","61134406652800000","Female",50,"[50 - 55)",1,"Husband or wife",0,"Married/living together","Kamba",2,3
"KMOMK04","61134924685000000","Female",22,"[20 - 25)",1,"Brother or sister in law",0,"Never married/lived together","Mijikenda/Swahili",,
"KMOMK04","61134365439200000","Male",30,"[30 - 35)",1,"Household head",1,"Married/living together","Mijikenda/Swahili",,
"KMOMK04","61134365905800000","Female",25,"[25 - 30)",1,"Husband or wife",0,"Married/living together","Mijikenda/Swahili",,
"KMOMK06","61134395033200000","Male",57,"[55 - 60)",1,"Household head",1,"Married/living together","Mijikenda/Swahili",3,9
"KMOMK06","61134395068300000","Female",2,"[0 - 5)",0,"Son or daughter",0,"Never married/lived together","Mijikenda/Swahili",,
"KMOMK06","61134395024600000","Female",41,"[40 - 45)",1,"Husband or wife",0,"Married/living together","Mijikenda/Swahili",3,6
"KMOMK06","61135826332100000","Male",0,"[0 - 5)",0,"Son or daughter",0,"Never married/lived together","Mijikenda/Swahili",0,
"KMOMK06","61134395059100000","Female",3,"[0 - 5)",0,"Son or daughter",0,"Never married/lived together","Mijikenda/Swahili",,
"KMOMK06","61136073459600000","Female",9,"[5 - 10)",0,"Son or daughter",0,"Never married/lived together","Mijikenda/Swahili",,
"KMOMK06","61134395050900000","Female",7,"[5 - 10)",0,"Son or daughter in law",0,"Never married/lived together","Mijikenda/Swahili",,
"KMOMK08","61134364945400000","Male",2,"[0 - 5)",0,"Grandchild",0,"Never married/lived together","Mijikenda/Swahili",,
"KMOMK08","61134364780400000","Female",12,"[10 - 15)",0,"Grandchild",0,"Never married/lived together","Mijikenda/Swahili",,
"KMOMK08","61134364505100000","Female",38,"[35 - 40)",1,"Mother or farther in law",0,"Married/living together","Mijikenda/Swahili",5,1
"KMOMK08","61134364237300000","Female",37,"[35 - 40)",1,"Mother or farther in law",0,"Widowed","Mijikenda/Swahili",2,0
"KMOMK08","61134363982000000","Male",35,"[35 - 40)",1,"Son or daughter",0,"Married/living together","Mijikenda/Swahili",1,0
"KMOMK08","61134363655200000","Male",37,"[35 - 40)",1,"Son or daughter",0,"Married/living together","Mijikenda/Swahili",1,0
"KMOMK08","61134363900000000","Male",4,"[0 - 5)",0,"Grandchild",0,"Never married/lived together","Mijikenda/Swahili",,
"KMOMK08","61134364353000000","Female",15,"[15 - 20)",1,"Grandchild",0,"Never married/lived together","Mijikenda/Swahili",,
"KMOMK08","61135162641500000","Male",5,"[5 - 10)",0,"Grandchild",0,"Never married/lived together",,,
"KMOMK08","61134364658600000","Female",14,"[10 - 15)",0,"Grandchild",0,"Never married/lived together","Mijikenda/Swahili",,
"KMOMK08","61134364837400000","Female",9,"[5 - 10)",0,"Grandchild",0,"Never married/lived together","Mijikenda/Swahili",,
"KMOMK08","61134364880400000","Male",7,"[5 - 10)",0,"Grandchild",0,"Never married/lived together","Mijikenda/Swahili",,
"KMOMK08","61134365025300000","Female",7,"[5 - 10)",0,"Grandchild",0,"Never married/lived together","Mijikenda/Swahili",,
"KMOMK08","61136006790000000","Female",30,"[30 - 35)",1,"Son or daughter in law",0,"Married/living together","Mijikenda/Swahili",1,0
"KMOMK08","61134364059400000","Female",25,"[25 - 30)",1,"Mother or farther in law",0,"Married/living together","Mijikenda/Swahili",1,0
"KMOMK08","61134363726000000","Female",43,"[40 - 45)",1,"Son or daughter",0,"Married/living together","Mijikenda/Swahili",2,0
"KMOMK08","61136299610200000","Male",0,"[0 - 5)",0,"Grandchild",0,"Never married/lived together","Mijikenda/Swahili",,
"KMOMK08","61134364430200000","Male",7,"[5 - 10)",0,"Grandchild",0,"Never married/lived together","Mijikenda/Swahili",,
"KMOMK08","61134364164300000","Female",1,"[0 - 5)",0,"Grandchild",0,"Never married/lived together","Mijikenda/Swahili",,
"KMOMK08","61134363814400000","Female",12,"[10 - 15)",0,"Grandchild",0,"Never married/lived together","Mijikenda/Swahili",,
"KMOMK08","61134362972400000","Male",64,"[60 - 65)",1,"Household head",1,"Married/living together","Mijikenda/Swahili",4,4
"KMOMK08","61134363286800000","Male",42,"[40 - 45)",1,"Son or daughter",0,"Married/living together","Mijikenda/Swahili",5,1
"KMOMK08","61134363474900000","Female",61,"[60 - 65)",1,"Husband or wife",0,"Married/living together","Mijikenda/Swahili",4,1
"KMOMK09","61134479318400000","Female",50,"[50 - 55)",1,"Husband or wife",0,"Married/living together","Kamba",1,0
"KMOMK09","61134479348000000","Female",17,"[15 - 20)",1,"Son or daughter",0,"Never married/lived together","Kamba",,
"KMOMK09","61134479362900000","Male",14,"[10 - 15)",0,"Brother or sister",0,"Never married/lived together",,,
"KMOMK09","61134479309400000","Male",42,"[40 - 45)",1,"Household head",1,"Married/living together","Mijikenda/Swahili",1,3
"KMOMK09","61134479375100000","Male",9,"[5 - 10)",0,"Son or daughter",0,"Never married/lived together","Kamba",,
"KMOMK09","61134479335800000","Female",18,"[15 - 20)",1,"Brother or sister",0,"Never married/lived together",,,
"KMOMK13","61134392342100000","Male",3,"[0 - 5)",0,"Son or daughter",0,"Never married/lived together","Mijikenda/Swahili",,
"KMOMK13","61134381860100000","Male",54,"[50 - 55)",1,"Household head",1,"Married/living together","Mijikenda/Swahili",4,1
"KMOMK13","61134381869100000","Female",19,"[15 - 20)",1,"Son or daughter",0,"Never married/lived together","Mijikenda/Swahili",,
"KMOMK13","61134392681100000","Female",7,"[5 - 10)",0,"Brother or sister in law",0,"Never married/lived together","Mijikenda/Swahili",,
"KMOMK13","61134392501200000","Female",17,"[15 - 20)",1,"Son or daughter",0,"Never married/lived together","Mijikenda/Swahili",,
"KMOMK13","61134392587200000","Male",11,"[10 - 15)",0,"Son or daughter",0,"Never married/lived together","Mijikenda/Swahili",,
"KMOMK13","61134382134100000","Female",36,"[35 - 40)",1,"Husband or wife",0,"Married/living together","Mijikenda/Swahili",4,1
"KMOMK14","61134393126800000","Male",46,"[45 - 50)",1,"Household head",1,"Married/living together","Mijikenda/Swahili",4,1
"KMOMK14","61134394427800000","Male",16,"[15 - 20)",1,"Son or daughter",0,"Never married/lived together","Mijikenda/Swahili",,
"KMOMK14","61134394294700000","Female",44,"[40 - 45)",1,"Husband or wife",0,"Married/living together","Mijikenda/Swahili",4,1
"KMOMK14","112137112651700000","Male",19,"[15 - 20)",1,"Son or daughter",0,"Never married/lived together","Mijikenda/Swahili",,
"KMOMK14","61134394604400000","Male",14,"[10 - 15)",0,"Son or daughter",0,"Never married/lived together","Mijikenda/Swahili",,
"KMOMK14","61134394775000000","Female",10,"[10 - 15)",0,"Son or daughter",0,"Never married/lived together","Mijikenda/Swahili",,
"KMOMK14","61134394698000000","Female",12,"[10 - 15)",0,"Son or daughter",0,"Never married/lived together","Mijikenda/Swahili",,
"KMOMK15","61134459043500000","Female",1,"[0 - 5)",0,"Grandchild",0,"Never married/lived together","Luhya",,
"KMOMK15","61134458558400000","Female",44,"[40 - 45)",1,"Household head",1,"Separated/divorced","Kamba",1,1
"KMOMK15","61134459331600000","Male",17,"[15 - 20)",1,,0,"Never married/lived together","Meru",,
"KMOMK15","61134459113600000","Female",20,"[20 - 25)",1,"Mother or farther in law",0,"Married/living together","Luhya",1,0
"KMOMK15","61134458861300000","Male",21,"[20 - 25)",1,"Son or daughter",0,"Married/living together","Luhya",1,0
"KMOMK15","61134459536800000","Male",23,"[20 - 25)",1,,0,"Never married/lived together","Mijikenda/Swahili",,
"KMOMK15","61134459243900000","Male",7,"[5 - 10)",0,"Grandchild",0,"Never married/lived together","Kamba",,
"KMOMK15","61134889846300000","Female",23,"[20 - 25)",1,"Son or daughter",0,"Never married/lived together","Kamba",1,0
"KMOMK16","61134381034300000","Female",38,"[35 - 40)",1,"Household head",1,"Widowed","Mijikenda/Swahili",2,1
"KMOMK16","61134381600900000","Male",4,"[0 - 5)",0,"Son or daughter",0,"Never married/lived together","Mijikenda/Swahili",,
"KMOMK16","84137032756500000","Male",18,"[15 - 20)",1,"Son or daughter",0,"Never married/lived together","Mijikenda/Swahili",,
"KMOMK16","61134381474300000","Female",13,"[10 - 15)",0,"Son or daughter",0,"Never married/lived together","Mijikenda/Swahili",,
"KMOMK17","61134478937200000","Male",22,"[20 - 25)",1,"Brother or sister in law",0,"Never married/lived together","Mijikenda/Swahili",,
"KMOMK17","61134478633900000","Female",4,"[0 - 5)",0,"Son or daughter",0,"Never married/lived together","Mijikenda/Swahili",,
"KMOMK17","61134407559000000","Male",38,"[35 - 40)",1,"Household head",1,"Married/living together","Mijikenda/Swahili",3,0
"KMOMK17","61134478737100000","Female",0,"[0 - 5)",0,"Son or daughter",0,"Never married/lived together","Mijikenda/Swahili",,
"KMOMK17","61134407425400000","Female",25,"[25 - 30)",1,"Husband or wife",0,"Married/living together","Mijikenda/Swahili",3,0
