hh_ids,hh_int_situation,hh_circ_move_why,hh_circ_move_when,hh_circ_problems,hh_inf_wall_material,hh_inf_roof_material,hh_inf_floor_material,hh_inf_cookfuel_source,hh_inf_lighting_source,hh_inf_water_source,hh_inf_rooms_habitable,hh_inf_rooms_other,hh_inf_toilet_type,hh_inf_toilet_shared,hh_inf_housing_type,hh_inf_electricity_access,hh_inf_interiorcond,hh_inf_exteriorcond,hh_asset_internet_access,hh_asset_iron_any,hh_asset_mosqnets_N,hh_asset_towels_N,hh_asset_fryingpan_N,hh_env_settingdesc,hh_env_desc,hh_env_dilapbuildings,hh_env_streets,hh_env_trash,hh_ownership_type,hh_ownership_plotacquisition,hh_ownership_houseacquisition,hh_ownership_docu,hh_otherprop_any,hh_otherprop_N,hh_otherprop1_docu,hh_otherprop1_use,hh_otherprop1_value,hh_otherprop2_use,hh_otherprop2_value,hh_otherprop2_docu,hh_otherprop3_docu,hh_otherprop3_use,hh_otherprop3_value,hh_othershamba_N,hh_othershamba1_docu,hh_othershamba1_use,hh_othershamba1_value,hh_othershamba2_docu,hh_othershamba2_use,hh_othershamba2_value,hh_othershamba3_docu,hh_othershamba3_use,hh_othershamba3_value
"KMOMB20","01=Initial questionnaire","12=Wanted better neighborhood,14=Wanted lower rent or mortgage",11/1/2010,"01=Leaky roof or ceilling,02=Lack of doors or inability to lock house,04=Pests: mice, rats, roaches, bedbugs, other insects,05=Floods with rain or sewage,06=Insecure or crumbling walls","Mud/cement","Corrugated iron, mabati","Cement/Concrete/Slab","Charcoal","Electricity","Water vendor",2,1,"Pit latrine, covered","Shared","Other temporary or semi-permanent structure","No access","Dilapidated","Dilapidated","Does not access internet","No",1,0,0,"Urban","02=Single family detached houses","02=Most of them","03=Garbage","01=Minor accumulation",4,,,,"Yes",1,"still in his fathers home stead","01=Personal use",40000,"",,"","","",,1,"have shamba number","04=Agricultural property",100000,"","",,"","",
"KVIHK36","01=Initial questionnaire","15=Needed larger house or apartment",1/1/2008,"04=Pests: mice, rats, roaches, bedbugs, other insects","Mud/wood","Corrugated iron, mabati","Earth/Cowdung","Collected firewood","Paraffin","Protected spring",2,21,"Pit latrine, uncovered","Shared","Other temporary or semi-permanent structure","No access","No major problems","No major problems","Does not access internet","No",2,1,0,"Rural","02=Single family detached houses","98=None","mud","98=None",1,"Inherited","Built using assets/savings kept elsewhere","No written agreement","No",,"","",,"",,"","","",,,"","",,"","",,"","",
"KNBOM32","01=Initial questionnaire","14=Wanted lower rent or mortgage",1/1/1990,"01=Leaky roof or ceilling,04=Pests: mice, rats, roaches, bedbugs, other insects","Brick/block","Corrugated iron, mabati","Tiles","Gas/LPG","Electricity","Piped into dwelling",2,5,"Main sewer","Shared","House/bungalow","Yes, own electricity","No major problems","No major problems","Does not access internet","No",0,3,1,"Urban","05=Commercial or institutional property","01=A few of them","02=Crowded streets and paths","01=Minor accumulation",4,,,,"Yes",1,"01=No written agreement","03=Rental or commercial",100000,"",,"","","",,,"","",,"","",,"","",
"KELDS26","01=Initial questionnaire","13=Change from renter to owner",2/1/2000,"04=Pests: mice, rats, roaches, bedbugs, other insects","Mud/wood","Corrugated iron, mabati","Earth/Cowdung","Collected firewood","Paraffin","Protected well",2,2,"Pit latrine, covered","Shared","Other temporary or semi-permanent structure","No access","No major problems","Some peeling paint, cracks in walls, rusted iron sheets","Does not access internet","Yes",3,2,1,"Rural","05=Commercial or institutional property","01=A few of them","none","98=None",1,"Bought plot using assets/savings kept elsewhere","Built using assets/savings kept elsewhere","Yes, a written agreement, but not a title deed","No",,"","",,"",,"","","",,,"","",,"","",,"","",
"KELDS27","01=Initial questionnaire","12=Wanted better neighborhood",10/1/2011,"01=Leaky roof or ceilling,04=Pests: mice, rats, roaches, bedbugs, other insects","Mud/wood","Corrugated iron, mabati","Earth/Cowdung","Charcoal","Paraffin","Protected well",1,1,"Pit latrine, covered","Shared","Other temporary or semi-permanent structure","No access","Some peeling paint, cracks in walls, rusted iron sheets","Some peeling paint, cracks in walls, rusted iron sheets","Does not access internet","No",1,1,0,"Rural","02=Single family detached houses","01=A few of them","very muddy","98=None",4,,,,"No",,"","",,"",,"","","",,,"","",,"","",,"","",
"KELDL13","01=Initial questionnaire","11=To be closer to work or school",10/1/2011,"01=Leaky roof or ceilling,04=Pests: mice, rats, roaches, bedbugs, other insects","Brick/block","Corrugated iron, mabati","Cement/Concrete/Slab","Charcoal","Electricity","Piped into dwelling",1,1,"Septic tank","Shared","Other temporary or semi-permanent structure","Yes, own electricity","No major problems","No major problems","Does not access internet","Yes",1,3,1,"Urban","05=Commercial or institutional property","01=A few of them","01=Open sewage","01=Minor accumulation",4,,,,"No",,"","",,"",,"","","",,,"","",,"","",,"","",
"KMAKE20","01=Initial questionnaire","02=Marriage",1/1/1980,"01=Leaky roof or ceilling,03=Broken or missing windows,04=Pests: mice, rats, roaches, bedbugs, other insects","Brick/block","Corrugated iron, mabati","Earth/Cowdung","Collected firewood","Paraffin","Stream/River",2,1,"Pit latrine, covered","Shared","Shack","No access","Some peeling paint, cracks in walls, rusted iron sheets","Some peeling paint, cracks in walls, rusted iron sheets","Does not access internet","No",0,0,0,"Rural","02=Single family detached houses","01=A few of them","none","01=Minor accumulation",1,"Inherited","Gifts from community, family, friends","No written agreement","No",,"","",,"",,"","","",,,"","",,"","",,"","",
"KNBOM15","01=Initial questionnaire","07=New job or job transfer",4/7/2008,"09=None","Corrugated Iron Sheet","Corrugated iron, mabati","Cement/Concrete/Slab","Eats at establishment","Candles","Water vendor",1,0,"Main sewer","Shared","House/bungalow","No access","No major problems","Needs substantial painting, refilling, repair","Own mobile phone","No",1,2,0,"Urban","03=Single family attached houses","02=Most of them","02=Crowded streets and paths","01=Minor accumulation",4,,,,"No",0,"","",,"",,"","","",,,"","",,"","",,"","",
"KELDK25","01=Initial questionnaire","16=Goverment displacement (took land, building condemned)",12/1/2001,"02=Lack of doors or inability to lock house","Mud/wood","Corrugated iron, mabati","Earth/Cowdung","Purchased firewood","Paraffin","Protected well",1,2,"Pit latrine, covered","Shared","Flat","No access","Some peeling paint, cracks in walls, rusted iron sheets","Needs substantial painting, refilling, repair","Does not access internet","No",0,0,0,"Rural","05=Commercial or institutional property","01=A few of them","pool of stagnant water and pumpy road","98=None",4,,,,"No",,"","",,"",,"","","",,,"","",,"","",,"","",
"KELDL15","01=Initial questionnaire","12=Wanted better neighborhood",6/1/2006,"01=Leaky roof or ceilling,04=Pests: mice, rats, roaches, bedbugs, other insects","Mud/wood","Corrugated iron, mabati","Earth/Cowdung","Charcoal","Paraffin","Protected well",2,2,"Pit latrine, covered","Shared","Other temporary or semi-permanent structure","No access","No major problems","Some peeling paint, cracks in walls, rusted iron sheets","Does not access internet","No",2,0,0,"Urban","multi unit mud walled rental houses","02=Most of them","01=Open sewage","01=Minor accumulation",4,,,,"Yes",,"","",,"",,"","","",,1,"01=No written agreement","04=Agricultural property",200000,"","",,"","",
"KMOMK17","01=Initial questionnaire","01=No move,03=Started own household",4/1/2000,"01=Leaky roof or ceilling,04=Pests: mice, rats, roaches, bedbugs, other insects,07=Extremely hot or cold","Stone","Grass, thatch, makuti","Earth/Cowdung","Collected firewood","Paraffin","Borehole",1,1,"Pit latrine, uncovered","Private","Other temporary or semi-permanent structure","No access","No major problems","No major problems","Does not access internet","No",2,1,1,"Rural","02=Single family detached houses","01=A few of them","shambas mostly","01=Minor accumulation",1,"Inherited",,"No written agreement","No",,"","",,"",,"","","",,,"","",,"","",,"","",
"KNBOM33","01=Initial questionnaire","18=Evicted/foreclosed upon",8/1/1970,"04=Pests: mice, rats, roaches, bedbugs, other insects","Corrugated Iron Sheet","Corrugated iron, mabati","Earth/Cowdung","Charcoal","Electricity","Unprotected well",1,0,"Main sewer","Shared","House/bungalow","Yes, from neighbor or unofficial soure","Needs substantial painting, refilling, repair","Dilapidated","Does not access internet","No",0,1,0,"Urban","03=Single family attached houses","02=Most of them","03=Garbage","02=Major accumulation",4,,,,"No",,"","",,"",,"","","",,,"","",,"","",,"","",
"KVIHK38","01=Initial questionnaire","15=Needed larger house or apartment",1/1/1992,"01=Leaky roof or ceilling,04=Pests: mice, rats, roaches, bedbugs, other insects",,,,"Collected firewood","Paraffin","Protected well",3,2,"Pit latrine, uncovered","Private",,"No access",,,"Cyber cafe",,,,,,"","","","",1,"Bought plot using assets/savings kept elsewhere","Built using assets/savings kept elsewhere","No written agreement","Yes",,"","",,"",,"","","",,1,"01=No written agreement","04=Agricultural property",70000,"","",,"","",
"KNBOK03","01=Initial questionnaire","12=Wanted better neighborhood,15=Needed larger house or apartment",6/1/2009,"01=Leaky roof or ceilling,03=Broken or missing windows,04=Pests: mice, rats, roaches, bedbugs, other insects,05=Floods with rain or sewage,08=Mold","Stone","Corrugated iron, mabati","Cement/Concrete/Slab","Charcoal","Electricity","Piped into dwelling",2,0,"Septic tank","Shared","House/bungalow","Yes, from neighbor or unofficial soure","No major problems","No major problems","Does not access internet","No",0,1,1,"Urban","03=Single family attached houses","02=Most of them","01=Open sewage","02=Major accumulation",4,,,,"No",,"","",,"",,"","","",,,"","",,"","",,"","",
"KELDK40","01=Initial questionnaire","",6/19/2011,"04=Pests: mice, rats, roaches, bedbugs, other insects,08=Mold","Wood only","Corrugated iron, mabati","Cement/Concrete/Slab","Charcoal","Paraffin","Unprotected well",1,1,"Pit latrine, covered","Shared","Other temporary or semi-permanent structure","No access","Some peeling paint, cracks in walls, rusted iron sheets","Needs substantial painting, refilling, repair","Does not access internet","No",1,2,1,"Rural","05=Commercial or institutional property","01=A few of them","muddy paths","98=None",4,,,,"Yes",1,"01=No written agreement","04=Agricultural property",400000,"",,"","","",,,"","",,"","",,"","",
"KNBOM36","02=Move during diaries","04=Widowed, divorced, or separated",1/1/2000,"01=Leaky roof or ceilling,04=Pests: mice, rats, roaches, bedbugs, other insects","Brick/block","Corrugated iron, mabati","Cement/Concrete/Slab","Paraffin","Paraffin","Piped somewhere else (outside, neighbor)",1,1,"Septic tank","Shared","House/bungalow","No access","No major problems","Some peeling paint, cracks in walls, rusted iron sheets","Does not access internet","No",1,1,0,"Urban","03=Single family attached houses","01=A few of them","01=Open sewage","01=Minor accumulation",6,,,,"No",,"","",,"",,"","","",,,"","",,"","",,"","",
"KNBOM37","01=Initial questionnaire","15=Needed larger house or apartment",1/1/2006,"04=Pests: mice, rats, roaches, bedbugs, other insects","Brick/block","Concrete","Cement/Concrete/Slab","Paraffin","Paraffin","Piped somewhere else (outside, neighbor)",2,0,"Main sewer","Private","Flat","No access","No major problems","No major problems","Does not access internet","Yes",3,5,1,"Urban","04=Mult- unit residential buildings (flats)","98=None","03=Garbage","02=Major accumulation",4,,,,"No",,"","",,"",,"","","",,,"","",,"","",,"","",
"KVIHK39","01=Initial questionnaire","03=Started own household",3/1/2011,"04=Pests: mice, rats, roaches, bedbugs, other insects","Mud/wood","Corrugated iron, mabati","Earth/Cowdung","Purchased firewood","Paraffin","Protected spring",2,1,"Pit latrine, uncovered","Private","Other temporary or semi-permanent structure","No access","No major problems","No major problems","Does not access internet","No",1,1,1,"Rural","02=Single family detached houses","01=A few of them","mud","98=None",1,"Inherited","Used local materials","No written agreement","No",,"","",,"",,"","","",,,"","",,"","",,"","",
"KNBOM38","01=Initial questionnaire","12=Wanted better neighborhood",8/1/2007,"04=Pests: mice, rats, roaches, bedbugs, other insects","Brick/block","Concrete","Cement/Concrete/Slab","Charcoal","Electricity","Piped into dwelling",2,0,"Main sewer","Private","Flat","Yes, from neighbor or unofficial soure","No major problems","No major problems","Does not access internet","Yes",0,2,0,"Urban","04=Mult- unit residential buildings (flats)","98=None","01=Open sewage","02=Major accumulation",4,,,,"No",,"","",,"",,"","","",,,"","",,"","",,"","",
"KNBOM50","01=Initial questionnaire","09=Other employment related reason",4/1/2009,"01=Leaky roof or ceilling,04=Pests: mice, rats, roaches, bedbugs, other insects","Corrugated Iron Sheet","Corrugated iron, mabati","Earth/Cowdung","Charcoal","Electricity","Water vendor",1,0,"Main sewer","Shared","House/bungalow","Yes, from neighbor or unofficial soure","Needs substantial painting, refilling, repair","Dilapidated","Cyber cafe","No",0,1,0,"Urban","03=Single family attached houses","02=Most of them","01=Open sewage","01=Minor accumulation",4,,,,"No",,"","",,"",,"","","",,,"","",,"","",,"","",
"KMOMB21","01=Initial questionnaire","20=Health reasons",2/1/2010,"01=Leaky roof or ceilling,04=Pests: mice, rats, roaches, bedbugs, other insects,05=Floods with rain or sewage","Mud/cement","Corrugated iron, mabati","Cement/Concrete/Slab","Paraffin","Electricity","Water vendor",1,1,"Pit latrine, covered","Shared","Other temporary or semi-permanent structure","Yes, from neighbor or unofficial soure","No major problems","Some peeling paint, cracks in walls, rusted iron sheets","Does not access internet","No",1,1,0,"Urban","03=Single family attached houses","01=A few of them","01=Open sewage","02=Major accumulation",4,,,,"No",,"","",,"",,"","","",,,"","",,"","",,"","",
"KMAKE36","01=Initial questionnaire","03=Started own household",1/1/2001,"01=Leaky roof or ceilling,02=Lack of doors or inability to lock house,03=Broken or missing windows,04=Pests: mice, rats, roaches, bedbugs, other insects,06=Insecure or crumbling walls","Brick/block","Corrugated iron, mabati","Earth/Cowdung","Collected firewood","Paraffin","Unprotected spring",3,2,"Pit latrine, covered","Shared","Shack","No access","Dilapidated","Dilapidated","Does not access internet","No",0,0,1,"Rural","02=Single family detached houses","01=A few of them","none","01=Minor accumulation",1,"Inherited","Built using ROSCA and regular income to buy materials kidogo-kidogo","No written agreement","No",,"","",,"",,"","","",,,"","",,"","",,"","",
"KMAKE37","01=Initial questionnaire","02=Marriage,11=To be closer to work or school",12/1/1980,"01=Leaky roof or ceilling,04=Pests: mice, rats, roaches, bedbugs, other insects","Brick/block","Corrugated iron, mabati","Cement/Concrete/Slab","Collected firewood","Paraffin","Rain/harvested",5,2,"Pit latrine, covered","Private","House/bungalow","No access","No major problems","No major problems","Does not access internet","Yes",3,3,1,"Rural","02=Single family detached houses","01=A few of them","none","01=Minor accumulation",1,"Inherited","Built using ROSCA and regular income to buy materials kidogo-kidogo","No written agreement","Yes",,"","",,"",,"","","",,2,"02=Yes, a written agreement, but not a title deed","04=Agricultural property",100000,"02=Yes, a written agreement, but not a title deed","04=Agricultural property",150000,"","",
"KMOMM18","01=Initial questionnaire","05=To be closer to family,08=Seeking better business opportunities,09=Other employment related reason,11=To be closer to work or school,14=Wanted lower rent or mortgage",11/1/2008,"04=Pests: mice, rats, roaches, bedbugs, other insects,05=Floods with rain or sewage","Brick/block","Corrugated iron, mabati","Cement/Concrete/Slab","Charcoal","Paraffin","Protected well",1,1,"Pit latrine, covered","Shared","Other temporary or semi-permanent structure","No access","No major problems","Some peeling paint, cracks in walls, rusted iron sheets","Cyber cafe","No",3,0,1,"Urban","04=Mult- unit residential buildings (flats)","01=A few of them","01=Open sewage","01=Minor accumulation",4,,,,"No",,"","",,"",,"","","",,,"","",,"","",,"","",
